item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies,image_url,date_added,read_next
book,"Stoners' Delight: Space Cakes, Pot Brownies, and Other Tasty Cannabis Creations","Dane Noon, Lex Lucid",Dane,Noon,9781846013744,1846013747,"Alice B. Toklas could have learned a thing of two from this cannabis cookbook of delicious marijuana munchies! From a breakfast of Space Muffins to Cannabis Cupcakes with lunch to after-dinner Hash Brownies, you&#039;ll fill your day with stoner snacks, plus teas, hot chocolate, and cocktails that are easy-to-make and fun to share.          Cooking with cannabis is a hassle-free way to enjoy weed for anyone who wants to avoid the health issues and stigma of smoking (calling all medical marijuana users!) or just plain can&#039;t roll a joint. A special section covers the different forms of cannabis, and explains how to adapt each recipe to your particular pot, so you can make sure a little goes a long way. And for days when you want to stay straight, these recipes are so downright yummy you will still feel happy, even without the buzz.",Spruce,2011-03-14,Middle Case,,,,96.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781846013744-L.jpg,2025-09-28,False
book,Fingerprints of the Gods,Graham Hancock,Graham,Hancock,9780517887295,517887290,"The bestselling author of The Sign and the Seal reveals the true origins of civilization. Connecting puzzling clues scattered throughout the world, Hancock discovers compelling evidence of a technologically and culturally advanced civilization that was destroyed and obliterated from human memory. Four 8-page photo inserts.",Three Rivers Press,1996-04-02,Right Case,,,,592.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9780517887295-L.jpg,2025-09-28,False
book,The Body,Bill Bryson,Bill,Bryson,9780804172721,804172722,"Bill Bryson, bestselling author of A Short History of Nearly Everything, takes us on a head-to-toe tour of the marvel that is the human body--with a new afterword for the Vintage paperback. Bill Bryson once again proves himself to be an incomparable companion as he guides us through the human body--how it functions, its remarkable ability to heal itself, and (unfortunately) the ways it can fail. Full of extraordinary facts (your body made a million red blood cells since you started reading this) and irresistible Brysonesque anecdotes, The Body will lead you to a deeper understanding of the miracle that is life in general and you in particular. As Bill Bryson writes, ""We pass our existence within this wobble of flesh and yet take it almost entirely for granted."" The Body will cure that indifference with generous doses of wondrous, compulsively readable facts and information. As addictive as it is comprehensive, this is Bryson at his very best, a must-read owner's manual for every body. ONE OF THE BEST BOOKS OF THE YEAR: THE WASHINGTON POST * FINANCIAL TIMES * THE DALLAS MORNING NEWS * BOOKPAGE * THE BOSTON GLOBE",Knopf Doubleday Publishing Group,2021-01-26,Right Case,,,,464.0,,,,,,,,,,,,,2025-09-23,1.0,"https://m.media-amazon.com/images/I/61UPbEk3zmL._UF1000,1000_QL80_.jpg",2025-09-28,False
book,Directorate S,Steve Coll,Steve,Coll,9780143132509,143132504,"A finalist for the 2018 National Book Critics Circle Award in Nonfiction Longlisted for the 2018 National Book Award for Nonfiction From the Pulitzer Prize-winning author of Ghost Wars, the epic and enthralling story of America's intelligence, military, and diplomatic efforts to defeat Al Qaeda and the Taliban in Afghanistan and Pakistan since 9/11 Prior to 9/11, the United States had been carrying out small-scale covert operations in Afghanistan, ostensibly in cooperation, although often in direct opposition, with I.S.I., the Pakistani intelligence agency. While the US was trying to quell extremists, a highly secretive and compartmentalized wing of I.S.I., known as ""Directorate S,"" was covertly training, arming, and seeking to legitimize the Taliban, in order to enlarge Pakistan's sphere of influence. After 9/11, when fifty-nine countries, led by the U. S., deployed troops or provided aid to Afghanistan in an effort to flush out the Taliban and Al Qaeda, the U.S. was set on an invisible slow-motion collision course with Pakistan. Today we know that the war in Afghanistan would falter badly because of military hubris at the highest levels of the Pentagon, the drain on resources and provocation in the Muslim world caused by the U.S.-led invasion of Iraq, and corruption. But more than anything, as Coll makes painfully clear, the war in Afghanistan was doomed because of the failure of the United States to apprehend the motivations and intentions of I.S.I.'s ""Directorate S"". This was a swirling and shadowy struggle of historic proportions, which endured over a decade and across both the Bush and Obama administrations, involving multiple secret intelligence agencies, a litany of incongruous strategies and tactics, and dozens of players, including some of the most prominent military and political figures. A sprawling American tragedy, the war was an open clash of arms but also a covert melee of ideas, secrets, and subterranean violence. Coll excavates this grand battle, which took place away from the gaze of the American public. With unsurpassed expertise, original research, and attention to detail, he brings to life a narrative at once vast and intricate, local and global, propulsive and painstaking. This is the definitive explanation of how America came to be so badly ensnared in an elaborate, factional, and seemingly interminable conflict in South Asia. Nothing less than a forensic examination of the personal and political forces that shape world history, Directorate S is a complete masterpiece of both investigative and narrative journalism.",Penguin Publishing Group,2019-02-05,Right Case,,,,784.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9780143132509-L.jpg,2025-09-28,False
book,The Torment of Secrecy: The Background and Consequences of American Secruity Policies,Edward Shils,Edward,Shils,9781566631051,156663105X,"Edward Shils's The Torment of Secrecy is one of the few minor classics to emerge from the cold war years of anticommunism and McCarthyism in the United States. Mr. Shils's ""torment"" is not only that of the individual caught up in loyalty and security procedures; it is also the torment of the accuser and judge. This essay in sociological analysis and political philosophy considers the cold war preoccupation with espionage, sabotage, and subversion at home, assessing the magnitude of such threats and contrasting it to the agitation―by lawmakers, investigators, and administrators―so wildly directed against the ""enemy."" Mr. Shils's examination of a recurring American characteristic is as timely as ever. ""Brief...lucid... brilliant.""―American Political Science Review. ""A fine, sophisticated analysis of American social metabolism.""―New Republic. ""An excitingly lucid and intelligent work on a subject of staggering importance...the social preconditions of political democracy.""―Social Forces.",Ivan R. Dee,1996-02-01,Right Case,,,,259.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781566631051-L.jpg,2025-09-28,False
book,A Natural History of the Future,Rob Dunn,Rob,Dunn,9781541603127,1541603125,"""An arresting vision of this relentless natural world"" (New York Times) by a leading ecologist, who urges us to heed nature's iron laws Our species has amassed unprecedented knowledge of nature, which we have tried to use to seize control of life and bend the planet to our will. In A Natural History of the Future, biologist Rob Dunn argues that such efforts are futile. We may see ourselves as life's overlords, but we are instead at its mercy. In the evolution of antibiotic resistance, the power of natural selection to create biodiversity, and even the surprising life of the London Underground, Dunn finds laws of life that no human activity can annul. When we create artificial islands of crops, dump toxic waste, or build communities, we provide new materials for old laws to shape. Life's future flourishing is not in question. Ours is. As ambitious as Edward O. Wilson's Sociobiology and as timely as Elizabeth Kolbert's The Sixth Extinction, A Natural History of the Future sets a new standard for understanding the diversity and destiny of life itself.",Basic Books,2022-11-01,Right Case,,,,320.0,,,,,,,,,,,,,2025-09-23,1.0,"https://m.media-amazon.com/images/I/91g7ecfTh7L._UF1000,1000_QL80_.jpg",2025-09-28,False
book,The Riders Come Out at Night,"Ali Winston, Darwin Bond-Graham",Ali,Winston,9781982168605,1982168609,"From the Polk Award-winning investigative duo comes ""a meticulously researched and enraging account"" (Shane Bauer, New York Times bestselling author) of the systematic corruption and brutality within the Oakland Police Department, and the more than two-decades-long saga of attempted reforms and explosive scandals. No municipality has been under court oversight to reform its police department as long as the city of Oakland. It is, quite simply, the edge case in American law enforcement. The Riders Come Out at Night is the culmination of over twenty-one years of fearless reporting. Ali Winston and Darwin BondGraham shine a light on the jackbooted and sadistic cops known as ""The Riders,"" and the lack of political will and misguided leadership that have conspired to stymie meaningful reform. The authors trace the history of Oakland since its inception through the lens of the city's police department, through the Palmer Raids, McCarthyism, and the Civil Rights struggle, the Black Panthers and crack eras, to Oakland's present-day revival. Those who have fought for reform are also revealed, including Keith Batt, a wide-eyed rookie cop turned whistleblower, who was unwittingly partnered with the leader of the Riders, and Jim Chanin and John Burris, two dedicated civil rights attorneys. Meanwhile, Oakland's deep history of law enforcement corruption, reactionary politics, and social movement organizing is retold through historical figures like Black Panther Huey Newton, drug kingpin Felix Mitchell, district attorney and future Supreme Court Justice Earl Warren, and Mayor Jerry Brown. ""As thrilling as the best noir fiction"" (Whiting Foundation, 2021 Creative Nonfiction Grant Jury), The Riders Come Out at Night is the story of one city and its police department, but it's also the story of American policing--and where it's headed.","Simon &amp; Schuster, Incorporated",2024-03-12,Right Case,,,,480.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781982168605-L.jpg,2025-09-28,False
book,The Rise of Big Data Policing,Andrew Guthrie Ferguson,Andrew,Ferguson,9781479869978,147986997X,"Winner, 2018 Law &amp; Legal Studies PROSE Award The consequences of big data and algorithm-driven policing and its impact on law enforcement In a high-tech command center in downtown Los Angeles, a digital map lights up with 911 calls, television monitors track breaking news stories, surveillance cameras sweep the streets, and rows of networked computers link analysts and police officers to a wealth of law enforcement intelligence. This is just a glimpse into a future where software predicts future crimes, algorithms generate virtual “most-wanted” lists, and databanks collect personal and biometric information. The Rise of Big Data Policing introduces the cutting-edge technology that is changing how the police do their jobs and shows why it is more important than ever that citizens understand the far-reaching consequences of big data surveillance as a law enforcement tool. Andrew Guthrie Ferguson reveals how these new technologies —viewed as race-neutral and objective—have been eagerly adopted by police departments hoping to distance themselves from claims of racial bias and unconstitutional practices. After a series of high-profile police shootings and federal investigations into systemic police misconduct, and in an era of law enforcement budget cutbacks, data-driven policing has been billed as a way to “turn the page” on racial bias. But behind the data are real people, and difficult questions remain about racial discrimination and the potential to distort constitutional protections. In this first book on big data policing, Ferguson offers an examination of how new technologies will alter the who, where, when and how we police. These new technologies also offer data-driven methods to improve police accountability and to remedy the underlying socio-economic risk factors that encourage crime. The Rise of Big Data Policing is a must read for anyone concerned with how technology will revolutionize law enforcement and its potential threat to the security, privacy, and constitutional rights of citizens. Read an excerpt and interview with Andrew Guthrie Ferguson in The Economist.",NYU Press,2019-11-15,Right Case,,,,272.0,,,,,,,,,,,,,2025-09-23,1.0,"https://m.media-amazon.com/images/I/91YYfBQ82zL._UF1000,1000_QL80_.jpg",2025-09-28,False
book,Internet for the People,Ben Tarnoff,Ben,Tarnoff,9781839762024,1839762020,"Why is the internet so broken, and what could ever possibly fix it? In Internet for the People, leading tech writer Ben Tarnoff offers an answer. The internet is broken, he argues, because it is owned by private firms and run for profit. Google annihilates your privacy and Facebook amplifies right-wing propaganda because it is profitable to do so. But the internet wasn't always like this--it had to be remade for the purposes of profit maximization, through a years-long process of privatization that turned a small research network into a powerhouse of global capitalism. Tarnoff tells the story of the privatization that made the modern internet, and which set in motion the crises that consume it today. The solution to those crises is straightforward: deprivatize the internet. Deprivatization aims at creating an internet where people, and not profit, rule. It calls for shrinking the space of the market and diminishing the power of the profit motive. It calls for abolishing the walled gardens of Google, Facebook, and the other giants that dominate our digital lives and developing publicly and cooperatively owned alternatives that encode real democratic control. To build a better internet, we need to change how it is owned and organized. Not with an eye towards making markets work better, but towards making them less dominant. Not in order to create a more competitive or more rule-bound version of privatization, but to overturn it. Otherwise, a small number of executives and investors will continue to make choices on everyone's behalf, and these choices will remain tightly bound by the demands of the market. It's time to demand an internet by, and for, the people now.",Verso Books,2022-06-14,Right Case,,,,272.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781839762024-L.jpg,2025-09-28,False
book,"Reefer Madness: Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,Eric,Schlosser,9780618334667,618334661,"In Reefer Madness, the best-selling author of Fast Food Nation investigates America&#039;s black market and its far-reaching influence on our society through three of its mainstays -- pot, porn, and illegal immigrants.     The underground economy is vast; it comprises perhaps 10 percent -- perhaps more -- of America&#039;s overall economy, and it&#039;s on the rise. Eric Schlosser charts this growth, and finds its roots in the nexus of ingenuity, greed, idealism, and hypocrisy that is American culture. He reveals the fascinating workings of the shadow economy by focusing on marijuana, one of the nation&#039;s largest cash crops; pornography, whose greatest beneficiaries include Fortune 100 companies; and illegal migrant workers, whose lot often resembles that of medieval serfs.   All three industries show how the black market has burgeoned over the past three decades, as America&#039;s reckless faith in the free market has combined with a deep-seated puritanism to create situations both preposterous and tragic. Through pot, porn, and migrants, Schlosser traces compelling parallels between underground and overground: how tycoons and gangsters rise and fall, how new technology shapes a market, how government intervention can reinvigorate black markets as well as mainstream ones, how big business learns -- and profits -- from the underground.   With intrepid reportage, rich history, and incisive argument, Schlosser illuminates the shadow economy and the culture that casts that shadow.",Houghton Mifflin Harcourt,2003-05-08,Right Case,,,,320.0,,,,,,,,,,,,,2025-09-23,1.0,https://bookcovers.powells.com/covers/9780618334667.jpg,2025-09-28,False
book,AI Superpowers,Kai-Fu Lee,Kai-Fu,Lee,9780358105589,358105587,A New York Times Bestseller One of the world's most respected experts on AI and China reveals that China has suddenly caught up to the United States at an astonishingly rapid and unexpected pace.,Mariner Books,2019-09-17,Right Case,,,,272.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9780358105589-L.jpg,2025-09-28,False
book,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,Hunter,Thompson,9780345410085,345410084,"&quot;California, Labor Day weekend . . . early, with ocean fog still in the streets, outlaw motorcyclists wearing chains, shades and greasy Levis roll out from damp garages, all-night diners and cast-off one-night pads in Frisco, Hollywood, Berdoo and East Oakland, heading for the Monterey peninsula, north of Big Sur. . . The Menace is loose again.&quot;&nbsp;&nbsp;Thus begins Hunter S. Thompson&#039;s vivid account of his experiences with California&#039;s most no-torious motorcycle gang, the Hell&#039;s Angels.&nbsp;&nbsp; In the mid-1960s, Thompson spent almost two years living with the controversial An-gels, cycling up and down the coast, reveling in the anarchic spirit of their clan, and, as befits their name, raising hell. His book successfully captures a singular moment in American history, when the biker lifestyle was first defined, and when such countercultural movements were electrifying and horrifying America. Thompson, the creator of Gonzo journalism, writes with his usual bravado, energy, and brutal honesty, and with a nuanced and incisive eye; as The New Yorker pointed out, &quot;For all its uninhibited and sardonic humor, Thompson&#039;s book is a thoughtful piece of work.&quot; As illuminating now as when originally published in 1967, Hell&#039;s Angels is a gripping portrait, and the best account we have of the truth behind an American legend. From the Hardcover edition.",Ballantine Books,1996-09-29,Right Case,,,,273.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9780345410085-L.jpg,2025-09-28,False
book,"A Question of Torture: CIA Interrogation, from the Cold War to the War on Terror ",Alfred McCoy,Alfred,McCoy,9780805082487,805082484,"&quot;An indispensable and riveting account&quot; of the CIA&#039;s development and use of torture, from the cold war to Abu Ghraib and beyond&nbsp;(Naomi Klein, The Nation)In this revelatory account of the CIA&#039;s fifty-year effort to develop new forms of torture, historian Alfred W. McCoy locates the deep roots of recent scandals at Abu Ghraib and Guant&aacute;namo in a long-standing, covert program of interrogation. A Question of Torture investigates the CIA&#039;s practice of &quot;sensory deprivation&quot; and &quot;self-inflicted pain,&quot; in which techniques including isolation, hooding, hours of standing, and manipulation of time assault the victim&#039;s senses and destroy the basis of personal identity. McCoy traces the spread of these practices across the globe, from Vietnam to Iran to Central America, and argues that after 9/11, psychological torture became the weapon of choice in the CIA&#039;s global prisons, reinforced by &quot;rendition&quot; of detainees to &quot;torture-friendly&quot; countries. Finally, McCoy shows that information extracted by coercion is worthless, making a strong case for the FBI&#039;s legal methods of interrogation.&nbsp;Scrupulously documented and grippingly told, A Question of Torture is a devastating indictment of inhumane practices that have damaged America&#039;s laws, military, and international standing.",Holt Paperbacks,2006-12-26,Right Case,,,,320.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9780805082487-L.jpg,2025-09-28,False
book,Watchmen: DC Compact Comics Edition,"Alan Moore, Dave Gibbons",Alan,Moore,9781779527325,1779527322,"Graphic novels to read anywhere: DC Compact Comics collect DC's bestselling, most iconic stories in a new size! In an alternate world where the mere presence of American superheroes changed history, the US won the Vietnam War, Nixon is still president, and the cold war is in full effect! Considered the greatest graphic novel in the history of the medium, WATCHMEN begins as a murder mystery but soon unfolds into a planet-altering conspiracy. A group of reunited heroes--Rorschach, Nite Owl, Silk Spectre, Dr. Manhattan and Ozymandias--must test the limits of their convictions and ask themselves where the true line is between good and evil. Collects Watchmen #1-12, the complete story.",DC Comics,2024-06-04,Right Case,,,,416.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781779527325-L.jpg,2025-09-28,False
book,All-Star Superman: DC Compact Comics Edition,"Grant Morrison, Frank Quitely",Grant,Morrison,9781779527257,177952725X,"Graphic novels to read anywhere- DC Compact Comics collect DC's bestselling, most iconic stories in a new size! Combining their singular talents to create a fresh and brilliant vision of the Man of Steel, comics storytellers Grant Morrison and Frank Quitely tell one of the greatest Superman stories ever imagined. ADVENTURES OF SUPERMAN! Topsy-turvy madness on the backwards Bizarro planet. A bottled city that proves you can never go home again. A living sun hell-bent on destroying humanity. A world without the Man of Steel. Twelve impossible labours and mere moments to save the Earth. The multiple-award winning ALL-STAR SUPERMAN is an eternal story true to the greatest character from the golden age of comics. Featuring iconic characters Lex Luthor, Jimmy Olsen, Lois Lane, and Bizarro, this full colour edition collects the entire story, All-Star Superman #1-12.",DC Comics,2024-07-02,Right Case,,,,296.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781779527257-L.jpg,2025-09-28,False
book,"Berserk, Vol. 1",Kentaro Miura,Kentaro,Miura,9781593070205,1593070209,"Created by Kenturo Miura, Berserk is manga mayhem to the extreme - violent, horrifying, and mercilessly funny - and the wellspring for the internationally popular anime series. Not for the squeamish or the easily offended, Berserk asks for no quarter - and offers none!  His name is Guts, the Black Swordsman, a feared warrior spoken of only in whispers. Bearer of a gigantic sword, an iron hand, and the scars of countless battles and tortures, his flesh is also indelibly marked with The Brand, an unholy symbol that draws the forces of darkness to him and dooms him as their sacrifice. But Guts won&#039;t take his fate lying down; he&#039;ll cut a crimson swath of carnage through the ranks of the damned - and anyone else foolish enough to oppose him! Accompanied by Puck the Elf, more an annoyance than a companion, Guts relentlessly follows a dark, bloodstained path that leads only to death...or vengeance.",Dark Horse Manga,2003-11-04,Right Case,,,,224.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781593070205-L.jpg,2025-09-28,False
book,"Berserk, Vol. 2",Kentaro Miura,Kentaro,Miura,9781593070212,1593070217,"The evil Count uses his dark powers to transform a defeated guard captain into an inhuman horror to combat Guts, the Black Swordsman. Puck, Guts&rsquo; pint-sized fairy sidekick, is captured when he attempts to stop an old doctor&rsquo;s execution, and he is given as a gift to the count&rsquo;s daughter, a sweet girl in a gilded cage, imprisoned by her father in her own room. Guts, determined to make mincemeat of the Count, assaults the castle and carves a swath of blood-soaked destruction through the Count&rsquo;s minions. Face-to-face with the Black Swordsman at last, the Count reveals his true form, and even Guts&rsquo; super-sized sword may not be big enough to contend with this demonic monstrosity!",Dark Horse Manga,2004-12-21,Right Case,,,,240.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781593070212-L.jpg,2025-09-28,False
book,"Saga, Vol. 1","Brian K Vaughan, Fiona Staples",Brian,Vaughan,9781607066019,1607066017,"When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe. From New York Times bestselling writer Brian K. Vaughan (Y: The Last Man, Ex Machina) and critically acclaimed artist Fiona Staples (Mystery Society, North 40), Saga is the sweeping tale of one young family fighting to find their place in the worlds. Fantasy and science fiction are wed like never before in this sexy, subversive drama for adults. This specially priced volume collects the first six issues of the smash-hit series The Onion A.V. Club calls ""the emotional epic Hollywood wishes it could make."" Voted one of the top graphic novels of the year by the NYT, IGN, the Examiner, and SF Weekly. Voted Best Comic of the year by MTV Geek and Best New Series by Paradox Comics. Voted a finalist in the GoodReads Best GN of 2012 contest. Voted #2 Graphic Novel of 2012 by Amazon editors.",Image Comics,2012-10-10,Right Case,,,,160.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781607066019-L.jpg,2025-09-28,False
book,Mother Panic,"Jody Houser, Shawn Crystal",Jody,Houser,9781401281007,1401281001,"Ten years into the future, in a world without a Batman, Gotham City has been taken over by the Collective, with Gala acting as Head of Citystate. In a high-tech town with zero tolerance for caped crusaders and masked vigilantes (except for those designed by Gala and her association of aristocratic artisans), what's a woman who has vowed vengeance to do? And what's happened to her mother, Rebecca Paige? Perhaps The Joker, now a sad clown who makes balloon toys shaped like tommy guns and machetes on the abandoned Gotham docks, has the answers. Find out for yourself as Mother Panic returns to a different Bat-time, different Bat-channel. Collects issues #1-6.",DC Comics,2018-11-13,Right Case,,,,144.0,,,,,,,,,,,,,2025-09-23,1.0,"https://m.media-amazon.com/images/I/A1uWDANamOL._UF1000,1000_QL80_.jpg",2025-09-28,False
book,Venom by Donny Cates Vol. 1,Marvel Comics Staff,Marvel,Staff,9781302913069,1302913069,"In the wake of S.H.I.E.L.D.'s collapse, an ancient and primordial evil has been awakened beneath the streets of New York. And with it, something equally evil has been awakened in that most wicked of web-slingers: Venom! The symbiote may still be a Lethal Protector of innocents in New York, but this never-before-seen threat could possibly force Venom to relinquish everything it holds dear - including its human host, Eddie Brock! Two of the hottest creators in comics today, Donny Cates and Ryan Stegman, join forces to deliver a Venom adventure a thousand years in the making! Collecting: Venom (2018) 1-6","Marvel Worldwide, Incorporated",2018-12-04,Right Case,,,,136.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781302913069-L.jpg,2025-09-28,False
book,The Many Deaths of Laila Starr,"Ram V, Filipe Andrade",Ram,V,9781684158058,1684158052,"Humanity is on the verge of discovering immortality, which means the avatar of Death is out of a job... or is she? Humanity is on the verge of discovering immortality. As a result, the avatar of Death is cast down to Earth to live a mortal life in Mumbai as twenty-something Laila Starr. Struggling with her newfound mortality, Laila has found a way to be placed in the time and place where the creator of immortality will be born. Will Laila take her chance to stop mankind from permanently altering the cycle of life, or will death really become a thing of the past? A powerful new graphic novel from award-winning writer Ram V (These Savage Shores, Swamp Thing) and Filipe Andrade (Captain Marvel) that explores the fine line between living and dying through the lens of magical realism. Collects The Many Deaths of Laila Starr #1-5.",Boom! Studios,2022-02-01,Right Case,,,,128.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781684158058-L.jpg,2025-09-28,False
book,Ice Cream Man Volume 1: Rainbow Sprinkles,W.  Maxwell Prince,W.,Prince,9781534306752,1534306757,"Chocolate, vanilla, existential horror, addiction, musical fantasy...there’s a flavor for everyone’s misery.ICE CREAM MAN is a genre-defying comic book series, featuring disparate “one-shot” tales of sorrow, wonder, and redemption. Each installment features its own cast of strange characters, dealing with their own special sundae of suffering. And on the periphery of all of them, like the twinkly music of his colorful truck, is the Ice Cream Man—a weaver of stories, a purveyor of sweet treats. Friend. Foe. God. Demon. The man who with a snap of his fingers—lickety split!—can change the course of your life forever.Written by W. MAXWELL PRINCE (ONE WEEK IN THE LIBRARY), with art by MARTíN MORAZZO (SNOWFALL, GREAT PACIFIC).Collects issues 1-4.",Image Comics,2018-06-26,Right Case,,,,144.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781534306752-L.jpg,2025-09-28,False
book,"A Righteous Thirst for Vengeance, Volume 1","Rick Remender, André Lima Araújo, Chris O'Halloran",Rick,Remender,9781534322097,1534322094,"When an unassuming man stops a vicious dark webcontract assassin from killing their target, he turns himself into one. A quiet,atmospheric slice of life story with sudden bouts of unique and brutalviolence--part THE PROFESSIONAL part ROAD TO PERDITION, writer RICKREMENDER (Seven to Eternity, Deadly Class) and artist ANDRÉ LIMAARAÚJO (Generation Gone, The Wicked + The Divine: 455 AD) present thestory of an unlikely surrogate to a boy hunted by powerful men who are used togetting away with everything. Collects ARIGHTEOUS THIRST FOR VENGEANCE #1-5",Image Comics,2022-03-22,Right Case,,,,136.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781534322097-L.jpg,2025-09-28,False
book,Black Barn,"Andrea Sorrentino, Dave Stewart, Jeff Lemire",Andrea,(Artist),9781534308527,1534308520,"A brand-new ongoing horror series from theacclaimed best-selling creative team of Old Man Logan and Green Arrow! The lives of a reclusive young manobsessed with a conspiracy in the city's trash and a washed-up Catholicpriest arriving in a small town full of dark secrets become intertwined aroundthe mysterious legend of The Black Barn--an otherworldly building allegedto have appeared in both the city and the small town throughout history,bringing death and madness in its wake. Rural mystery and urban horror collidein this character-driven meditation on obsession, mental illness, and faith thatMark Millar (Hitgirl) called his ""personal pick as the best comic of2018!"" Also featuring a variant cover gallery from some of comics'best artists, including Cliff Chiang (PAPER GIRLS), Jock (WYTCHES), SkottieYoung (I HATE FAIRYLAND), and more! Collects GIDEON FALLS#1-6",Image Comics,2018-10-23,Right Case,,,,160.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781534308527-L.jpg,2025-09-28,False
book,Mighty Morphin Power Rangers Vol. 1,"Kyle Higgins, Hendry Prasetya, Steve Orlando",Kyle,Higgins,9781608868933,1608868931,"The forecast in Angel Grove today calls for sunshine and a chance of... monsters from space? Longtime fans of the smash-hit show Mighty Morphin Power Rangers, and newcomers to this ensemble driven series, will discover a deeply compelling world packed with highflying adventure and tremendous heart. Welcome to Angel Grove. Home to the Power Rangers and weekly monster attacks. Tommy Oliver was the new kid in town when evil doer, Rita Repulsa, swooped in and made him the Green Ranger. Now, free from her mind control, Tommy struggles to find balance between the plights of high school, making new friends, and the dangers that come with being a hero. Writer Kyle Higgins (C.O.W.L., Nightwing) and artist Hendry Prasetya (Voodoo vs. Green Lantern) explore the untold story in the life of the Green Ranger as he struggles to overcome his demons and learns to trust again. This collection also features short stories from Steve Orlando (Midnighter), Corin Howell (Bat-Mite), Mairghread Scott (Transformers:Windblade) and Daniel Bayliss (Kennel Block Blues).",Boom! Studios,2016-09-13,Right Case,,,,144.0,,,,,,,,,,,,,2025-09-23,1.0,"https://m.media-amazon.com/images/I/81Kz3Xa6+FL._UF1000,1000_QL80_.jpg",2025-09-28,False
book,Superman: Red Son,Mark Millar,Mark,Millar,9781401247119,1401247113,"The critically acclaimed Superman: Red Son now collected in a brand new edition!In this vivid tale of Cold War paranoia, the ship carrying the infant who would grow up to become Superman lands in the midst of the 1950s Soviet Union, where he is raised on a collective. As he becomes a symbol to the Soviet people, the world changes drastically from what we know -- bringing Superman into conflict with Batman, Lex Luthor and others.This volume collect Superman: Red Son #1-3.",DC Comics,2014-04-08,Right Case,,,,168.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781401247119-L.jpg,2025-09-28,False
book,The Closet,"James Tynion IV, Gavin Fullerton, Chris O'Halloran",James,IV,9781534323254,1534323252,"Collects a tale of existential horror by James TynionIV (The Department of Truth, Razorblades) and Gavin Fullerton (Bog Bodies,Bags). Thom is moving cross-country with his family and dragging the past alongwith them. When his child, Jamie, is seeing monsters in the bedroom closet, Thomreassures him that they will stay in the apartment after the move. But Thom isvery wrong about many things and the monsters do continue to find youngJamie. CollectsTHE CLOSET #1-3",Image Comics,2022-10-18,Right Case,,,,104.0,,,,,,,,,,,,,2025-09-23,1.0,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1654565606i/61241169.jpg,2025-09-28,False
book,Amazing Spider-Man Vol. 1: Back to Basics,Nick Spencer,Nick,Spencer,9781302912314,1302912313,"An alien invasion attacks New York City and the only one who can stop it is...Spider-Man?! But that's far from all you'll find here - a revelation from the past puts Peter Parker's job, relationships and whole life in jeopardy! And if even that's not enough, you'll see a new roommate, new love interests and a new villain!COLLECTING: AMAZING SPIDER-MAN 1-6, FREE COMIC BOOK DAY 2018 (AMAZING SPIDER-MAN STORY)",Marvel,2018-12-11,Right Case,,,,152.0,,,,,,,,,,,,,2025-09-23,1.0,https://covers.openlibrary.org/b/isbn/9781302912314-L.jpg,2025-09-28,False
